tournament,stage,match_type,map,agent,total_wins_by_map,total_loss_by_map,total_maps_played,team_id
VCT 2025: Americas Stage 2,Group Stage,Week 2,Haven,vyse,1,0,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,Bind,yoru,1,0,1,120
VCT 2025: Americas Stage 2,All Stages,All Match Types,Bind,viper,1,2,3,6961
VCT 2025: Americas Stage 2,All Stages,All Match Types,Lotus,raze,0,1,1,6961
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sunset,neon,0,1,1,7386
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Haven,killjoy,1,0,1,17
Valorant Masters Toronto 2025,All Stages,All Match Types,Split,viper,3,0,3,2593
Valorant Masters Toronto 2025,All Stages,All Match Types,Ascent,omen,1,0,1,17
Valorant Masters Toronto 2025,All Stages,All Match Types,Icebox,killjoy,0,1,1,7386
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,Fracture,cypher,1,0,1,397
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,Fracture,yoru,0,1,1,1001
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,tejo,0,1,1,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Lotus,cypher,1,0,1,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Lotus,cypher,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Haven,omen,1,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Haven,yoru,1,0,1,2593
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,sova,5,0,5,1001
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,Haven,killjoy,0,1,1,17
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,Pearl,kayo,1,0,1,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Pearl,tejo,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Haven,viper,1,0,1,17
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,yoru,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Pearl,killjoy,1,0,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,yoru,1,0,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,vyse,0,1,1,878
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,raze,0,1,2,17
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Fracture,tejo,1,0,1,11981
VCT 2025: China Stage 1,Group Stage,Week 1,Split,tejo,0,1,1,1119
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,tejo,0,1,1,1120
VCT 2025: China Stage 1,Group Stage,Week 5,Icebox,gekko,1,0,1,13576
VCT 2025: China Stage 1,Group Stage,Week 5,Haven,breach,1,0,1,12685
VCT 2025: China Stage 1,Group Stage,Week 5,Ascent,neon,1,0,1,12010
VCT 2025: China Stage 1,All Stages,All Match Types,Lotus,omen,2,2,4,13790
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Pearl,yoru,0,1,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 2,Lotus,tejo,0,1,1,
VCT 2025: Americas Stage 1,Group Stage,Week 2,Haven,astra,1,0,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 3,Pearl,astra,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 4,Lotus,breach,0,1,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 5,Fracture,brimstone,0,1,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 5,Lotus,omen,1,0,1,6961
VCT 2025: Americas Stage 1,All Stages,All Match Types,Split,omen,2,2,5,7386
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Abyss,astra,0,1,1,12685
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Lotus,cypher,0,1,1,474
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Lotus,vyse,1,0,1,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Lotus,iso,1,0,1,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Abyss,jett,0,1,1,2
Valorant Masters Bangkok 2025,All Stages,All Match Types,Abyss,sova,1,0,1,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Bind,brimstone,0,1,1,4915
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Pearl,jett,0,1,1,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Pearl,kayo,0,1,1,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,Bind,omen,1,0,1,1184
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,cypher,1,0,1,4915
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,cypher,0,1,1,4915
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Haven,breach,0,1,1,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Lotus,deadlock,0,1,1,8304
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,Bind,astra,0,1,1,8304
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Split,cypher,1,0,1,17
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,cypher,1,0,1,8185
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Pearl,cypher,1,0,1,6961
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Haven,cypher,0,1,1,2355
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,Lotus,fade,1,0,1,2359
VCT 2025: Americas Kickoff,All Stages,All Match Types,Haven,yoru,0,1,1,2
VCT 2025: China Kickoff,Main Event,Upper Final,Haven,neon,1,0,1,12010
VCT 2025: China Kickoff,All Stages,All Match Types,Lotus,neon,3,1,4,13581
VCT 2025: China Kickoff,All Stages,All Match Types,Bind,raze,0,2,2,1119
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,kayo,1,0,1,7386
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,yoru,1,0,1,624
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,neon,0,1,1,14419
Valorant Champions 2025,All Stages,All Match Types,Haven,viper,0,2,2,2
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,vyse,1,0,1,14
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Icebox,jett,0,1,1,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Corrode,viper,0,1,1,278
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,raze,3,2,5,624
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,raze,1,2,3,6199
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Haven,fade,0,1,2,8185
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Icebox,sova,1,0,1,1119
VCT 2025: China Stage 2,Group Stage,Week 2,Bind,yoru,1,0,1,731
VCT 2025: China Stage 2,Group Stage,Week 2,Haven,jett,0,1,1,14137
VCT 2025: China Stage 2,Group Stage,Week 2,Haven,killjoy,1,0,1,13581
VCT 2025: China Stage 2,Group Stage,Week 2,Sunset,deadlock,0,1,1,1119
VCT 2025: China Stage 2,Group Stage,Week 3,Sunset,sova,1,0,1,13581
VCT 2025: China Stage 2,Group Stage,Week 3,Corrode,neon,0,1,1,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Sunset,breach,0,1,4,13581
VCT 2025: China Stage 2,All Stages,All Match Types,Bind,yoru,1,0,2,1120
VCT 2025: China Stage 2,All Stages,All Match Types,Bind,raze,0,1,3,731
VCT 2025: China Stage 2,All Stages,All Match Types,Lotus,fade,1,1,2,12685
VCT 2025: China Stage 2,All Stages,All Match Types,Icebox,viper,2,0,2,731
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Icebox,killjoy,0,1,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Haven,sova,1,0,1,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Haven,vyse,0,1,1,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Lotus,viper,1,0,1,7035
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,jett,2,2,4,1001
VCT 2025: Americas Stage 2,Group Stage,Week 2,Ascent,omen,0,1,1,15072
VCT 2025: Americas Stage 2,Group Stage,Week 5,Lotus,fade,1,0,1,
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,neon,0,2,2,6961
VCT 2025: Americas Stage 2,All Stages,All Match Types,Sunset,omen,2,2,4,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Haven,omen,1,0,1,11058
Valorant Masters Toronto 2025,Playoffs,Lower Final,Split,fade,1,0,1,2593
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sunset,cypher,0,1,1,474
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Pearl,astra,1,0,1,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Icebox,harbor,0,1,1,7386
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,Split,raze,1,0,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,Icebox,killjoy,0,1,1,1001
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,deadlock,0,1,1,474
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Pearl,chamber,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Pearl,chamber,1,0,1,397
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Haven,cypher,1,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Haven,breach,0,1,1,12694
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,omen,1,1,2,12694
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,brimstone,1,1,4,397
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,breach,0,1,1,8877
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,Haven,omen,1,0,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Lotus,fade,1,0,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,breach,0,1,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Lotus,fade,1,0,1,17
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,fade,0,1,1,918
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,jett,1,0,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,sova,0,1,1,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,omen,0,1,1,6199
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,fade,4,1,5,17
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,tejo,1,4,5,8185
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,fade,2,2,4,624
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Haven,breach,1,0,1,13790
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Icebox,tejo,0,1,1,14137
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Haven,cypher,1,0,1,13790
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Haven,tejo,0,1,1,1120
VCT 2025: China Stage 1,Playoffs,Lower Final,Lotus,neon,1,0,1,12010
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,breach,1,0,1,13581
VCT 2025: China Stage 1,Group Stage,Week 3,Split,breach,0,1,1,731
VCT 2025: China Stage 1,Group Stage,Week 5,Fracture,tejo,1,0,1,13581
VCT 2025: China Stage 1,All Stages,All Match Types,Lotus,breach,6,1,7,13581
VCT 2025: China Stage 1,All Stages,All Match Types,Split,viper,1,2,3,731
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,breach,2,0,2,13581
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Icebox,killjoy,1,0,1,7386
VCT 2025: Americas Stage 1,Group Stage,Week 4,Icebox,killjoy,1,0,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 4,Split,omen,1,0,1,2
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,yoru,1,0,3,2
VCT 2025: Americas Stage 1,All Stages,All Match Types,Haven,vyse,4,2,6,11058
VCT 2025: Americas Stage 1,All Stages,All Match Types,Ascent,omen,1,1,2,188
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,Fracture,breach,1,0,1,14
Valorant Masters Bangkok 2025,All Stages,All Match Types,Lotus,viper,1,1,2,2059
Valorant Masters Bangkok 2025,All Stages,All Match Types,Haven,astra,1,1,2,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Abyss,kayo,0,1,1,1001
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Fracture,fade,1,0,1,4915
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,jett,0,3,3,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Pearl,sova,0,1,1,8185
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Abyss,astra,0,1,1,14
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Bind,brimstone,0,1,1,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Haven,neon,1,0,1,17
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,viper,1,1,3,8185
VCT 2025: Americas Kickoff,All Stages,All Match Types,Lotus,vyse,1,0,1,2406
VCT 2025: Americas Kickoff,All Stages,All Match Types,Haven,iso,0,1,1,2
VCT 2025: China Kickoff,Main Event,Upper Round 1,Lotus,breach,1,0,1,13581
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Fracture,neon,0,1,1,12064
VCT 2025: China Kickoff,All Stages,All Match Types,Lotus,omen,0,1,1,1119
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,raze,1,1,3,14137
VCT 2025: China Kickoff,All Stages,All Match Types,Abyss,sova,0,1,1,731
VCT 2025: China Kickoff,All Stages,All Match Types,Bind,brimstone,2,1,3,1120
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,tejo,0,1,1,2593
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,killjoy,1,0,1,2593
Valorant Champions 2025,Playoffs,Grand Final,Abyss,vyse,0,1,1,
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,fade,1,0,1,14419
Valorant Champions 2025,Group Stage,Opening (B),Ascent,omen,0,1,1,878
Valorant Champions 2025,Group Stage,Elimination (B),Lotus,omen,0,1,1,12010
Valorant Champions 2025,Group Stage,Opening (C),Corrode,viper,0,1,1,1120
Valorant Champions 2025,Group Stage,Opening (D),Corrode,astra,1,0,1,1001
Valorant Champions 2025,All Stages,All Match Types,Bind,yoru,1,0,2,474
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Bind,viper,1,0,1,14
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,waylay,1,0,1,624
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Icebox,viper,0,1,1,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Ascent,omen,1,0,1,11060
VCT 2025: China Stage 2,Group Stage,Week 2,Bind,viper,1,0,1,1120
VCT 2025: China Stage 2,Group Stage,Week 4,Icebox,viper,0,1,1,11328
VCT 2025: China Stage 2,All Stages,All Match Types,Lotus,viper,5,0,5,12010
VCT 2025: China Stage 2,All Stages,All Match Types,Ascent,omen,1,2,3,731
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Haven,viper,0,1,1,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Sunset,omen,0,1,1,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Sunset,cypher,1,0,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Ascent,chamber,1,0,1,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Lotus,raze,1,0,1,474
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,breach,0,1,1,2059
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,killjoy,0,2,3,2593
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,yoru,0,1,1,11479
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,killjoy,0,1,3,7035
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sunset,cypher,0,1,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 1,Lotus,clove,1,0,1,5248
VCT 2025: Americas Stage 2,All Stages,All Match Types,Ascent,omen,0,1,1,2
VCT 2025: Americas Stage 2,All Stages,All Match Types,Lotus,vyse,1,1,2,120
Valorant Masters Toronto 2025,Playoffs,Upper Final,Ascent,omen,1,0,1,624
Valorant Masters Toronto 2025,Playoffs,Lower Final,Split,viper,1,0,1,2593
Valorant Masters Toronto 2025,All Stages,All Match Types,Sunset,sova,3,0,3,624
Valorant Masters Toronto 2025,All Stages,All Match Types,Sunset,fade,3,1,4,2
Valorant Masters Toronto 2025,All Stages,All Match Types,Lotus,omen,4,0,4,624
Valorant Masters Toronto 2025,All Stages,All Match Types,Ascent,jett,1,0,1,17
Valorant Masters Toronto 2025,All Stages,All Match Types,Haven,breach,0,1,1,12010
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,raze,1,0,1,397
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,cypher,0,1,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Split,omen,0,1,1,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Split,omen,1,0,1,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Fracture,brimstone,0,1,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Icebox,tejo,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Ascent,omen,0,1,1,8877
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,viper,4,0,4,8877
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Icebox,killjoy,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,fade,1,0,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Pearl,kayo,1,0,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,yoru,0,1,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,neon,0,1,1,5448
VCT 2025: China Stage 1,Playoffs,Grand Final,Lotus,omen,0,1,1,12010
VCT 2025: China Stage 1,Playoffs,Grand Final,Haven,yoru,0,1,1,12010
VCT 2025: China Stage 1,Group Stage,Week 1,Lotus,breach,1,0,1,1119
VCT 2025: China Stage 1,Group Stage,Week 1,Haven,tejo,1,0,1,13790
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,omen,0,1,1,11328
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,vyse,5,1,6,12010
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,vyse,0,1,4,1119
VCT 2025: China Stage 1,All Stages,All Match Types,Icebox,tejo,2,0,2,13576
VCT 2025: China Stage 1,All Stages,All Match Types,Split,fade,0,1,2,11981
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,breach,1,3,4,12010
VCT 2025: Americas Stage 1,Playoffs,Lower Final,Lotus,tejo,1,0,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 2,Lotus,omen,0,1,1,
VCT 2025: Americas Stage 1,Group Stage,Week 3,Ascent,kayo,0,1,1,
VCT 2025: Americas Stage 1,Group Stage,Week 3,Lotus,breach,1,0,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,Pearl,jett,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 5,Ascent,omen,0,1,1,7386
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,vyse,1,2,3,
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,fade,0,2,2,120
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,Pearl,astra,0,1,1,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Haven,sova,1,0,1,12694
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Pearl,astra,0,1,1,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Lotus,raze,1,0,1,14419
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Fracture,raze,1,0,1,8185
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,raze,0,1,2,11060
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,gekko,1,2,3,17
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,tejo,1,0,1,6961
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,tejo,0,1,1,11058
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Abyss,harbor,0,1,1,
VCT 2025: Americas Kickoff,Main Event,Lower Final,Abyss,cypher,0,1,1,7386
VCT 2025: Americas Kickoff,All Stages,All Match Types,Lotus,breach,0,1,2,
VCT 2025: China Kickoff,Main Event,Lower Round 2,Haven,neon,1,0,1,13581
VCT 2025: China Kickoff,Main Event,Lower Round 3,Haven,clove,0,1,1,11328
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,vyse,0,1,1,12685
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,neon,1,0,1,13576
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,raze,0,1,1,14419
Valorant Champions 2025,Group Stage,Opening (A),Sunset,breach,0,1,1,2
Valorant Champions 2025,All Stages,All Match Types,Sunset,omen,1,1,2,8185
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,yoru,1,0,1,14
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,yoru,1,0,1,878
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Bind,raze,0,1,1,466
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Icebox,neon,0,1,1,466
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Sunset,neon,1,0,1,6199
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Corrode,chamber,1,0,1,14
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Haven,sova,1,0,1,878
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Corrode,sova,1,0,1,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Bind,viper,0,1,1,466
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Corrode,viper,1,0,1,278
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Lotus,killjoy,0,1,1,17
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Icebox,sova,0,1,1,6199
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bind,brimstone,0,1,1,731
VCT 2025: China Stage 2,Playoffs,Grand Final,Haven,omen,1,0,1,12010
VCT 2025: China Stage 2,Group Stage,Week 2,Sunset,omen,0,1,1,1119
VCT 2025: China Stage 2,Group Stage,Week 3,Haven,yoru,0,1,1,11981
VCT 2025: China Stage 2,Group Stage,Week 3,Corrode,omen,1,0,1,1119
VCT 2025: China Stage 2,Group Stage,Week 4,Haven,neon,2,0,2,13581
VCT 2025: China Stage 2,All Stages,All Match Types,Corrode,vyse,1,1,2,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Lotus,omen,4,4,8,11981
VCT 2025: China Stage 2,All Stages,All Match Types,Ascent,yoru,1,1,2,13576
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Lotus,vyse,1,0,1,474
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Haven,yoru,0,1,1,2059
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Bind,viper,1,0,1,2593
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Sunset,fade,0,1,1,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,Bind,viper,1,0,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Corrode,kayo,1,0,1,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Haven,omen,1,0,1,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Haven,phoenix,1,0,1,8877
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Ascent,kayo,1,0,1,2059
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,viper,0,1,1,474
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,omen,1,1,2,8877
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,gekko,4,1,5,474
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,viper,0,2,3,2593
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,iso,1,1,3,7035
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Haven,jett,1,0,1,188
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Corrode,omen,0,1,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sunset,omen,1,0,1,15072
VCT 2025: Americas Stage 2,Group Stage,Week 3,Haven,cypher,1,0,1,2355
VCT 2025: Americas Stage 2,Group Stage,Week 5,Sunset,breach,0,1,1,
VCT 2025: Americas Stage 2,All Stages,All Match Types,Ascent,vyse,1,1,2,
VCT 2025: Americas Stage 2,All Stages,All Match Types,Icebox,sova,2,0,2,188
VCT 2025: Americas Stage 2,All Stages,All Match Types,Corrode,viper,0,1,1,6961
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Lotus,raze,1,0,1,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Haven,killjoy,1,0,1,17
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Pearl,vyse,1,0,1,13790
Valorant Masters Toronto 2025,All Stages,All Match Types,Sunset,kayo,1,1,2,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Ascent,sova,1,0,1,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Lotus,breach,0,1,1,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Lotus,cypher,0,1,1,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,jett,1,0,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,tejo,1,0,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Lotus,neon,1,0,1,1001
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,tejo,2,2,4,397
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Ascent,jett,0,1,1,17
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,breach,0,1,1,918
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,tejo,0,1,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Ascent,jett,0,1,1,918
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Pearl,jett,1,0,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,killjoy,1,0,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,yoru,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,omen,0,1,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,viper,0,1,1,878
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,cypher,1,0,6,8185
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,neon,0,1,3,8304
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,breach,0,1,4,278
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,neon,1,1,3,878
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,jett,1,1,3,624
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Icebox,deadlock,0,1,1,14137
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Lotus,omen,0,1,1,11981
