tournament,stage,match_type,match_name,map,type,initiated,won,team_id
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,Corrode,Eco (won),4,1,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Sunset,Eco (won),2,2,397
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Sunset,Eco (won),2,2,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,All Maps,Eco (won),9,4,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,$ (won),1,1,278
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,Pistol Won,0,1,14
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Lotus,$$ (won),3,0,8185
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Ascent,Eco (won),3,1,14
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Pearl,$$ (won),3,3,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,Pistol Won,0,1,11058
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,Pistol Won,0,2,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Lotus,$$$ (won),10,8,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,All Maps,$$$ (won),40,20,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Fracture,Eco (won),3,2,474
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Lotus,$$ (won),8,2,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,All Maps,$$ (won),6,4,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,Haven,Eco (won),4,0,4915
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Lotus,$$ (won),0,0,397
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Split,Pistol Won,0,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,All Maps,$$$ (won),25,16,2593
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Haven,$$$ (won),15,9,397
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Fracture,$$ (won),2,2,474
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,All Maps,Pistol Won,0,5,1001
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,All Maps,$ (won),3,2,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Icebox,$$ (won),2,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Ascent,$$ (won),2,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Ascent,$$ (won),6,5,878
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Lotus,Eco (won),3,1,2355
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Icebox,$$ (won),3,0,2
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,Eco (won),2,2,2
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,Fracture,$$$ (won),17,10,120
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,Ascent,$$ (won),3,2,15072
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,Icebox,Eco (won),4,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Pearl,Eco (won),3,1,2355
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,Pistol Won,0,1,2
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,Pistol Won,0,2,120
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,All Maps,Eco (won),7,1,
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,Pistol Won,0,0,5248
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,$$$ (won),14,10,2
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,$ (won),0,0,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Pearl,$$ (won),2,2,1120
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,All Maps,$$$ (won),24,16,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,All Maps,Eco (won),6,2,11058
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Haven,$$ (won),2,0,14
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Pearl,Eco (won),3,1,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,$$ (won),3,3,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,All Maps,$$ (won),14,7,474
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Abyss,Pistol Won,0,1,278
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Lotus,$$$ (won),15,10,14
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,All Maps,$ (won),3,1,14
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Haven,Eco (won),3,2,17
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,$$$ (won),22,11,14
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Haven,Pistol Won,0,1,2406
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Abyss,$$$ (won),12,9,11058
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,All Maps,$$ (won),23,15,11058
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Abyss,Pistol Won,0,1,12010
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,Bind,$$$ (won),11,6,1001
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Haven,$ (won),1,0,8185
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Bind,$$ (won),5,3,2359
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,All Maps,$ (won),3,2,6961
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,All Maps,Eco (won),7,5,15072
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,All Maps,Pistol Won,0,2,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Sunset,$$$ (won),11,9,397
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Ascent,$ (won),1,0,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Ascent,$ (won),0,0,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Ascent,Eco (won),2,2,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Haven,Pistol Won,0,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Haven,$ (won),0,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Lotus,$$ (won),4,2,278
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Icebox,$$$ (won),18,9,8304
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Icebox,$ (won),0,0,8185
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,$$$ (won),7,1,12010
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Ascent,Pistol Won,0,1,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Eco (won),9,3,2
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,$$$ (won),31,15,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,All Maps,$$ (won),9,3,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Icebox,Eco (won),3,1,1001
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,Pistol Won,0,1,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,All Maps,$$ (won),8,3,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Split,$$ (won),4,2,624
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Icebox,Pistol Won,0,2,17
VCT 2025: Americas Stage 1,Group Stage,Week 1,Sentinels vs 100 Thieves,Pearl,$$$ (won),11,9,2
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Haven,Pistol Won,0,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,Pistol Won,0,0,120
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Haven,$$$ (won),14,8,188
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,All Maps,$$$ (won),14,4,2355
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Icebox,$$$ (won),12,9,11058
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,Pistol Won,0,0,
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,Pistol Won,0,1,
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Haven,$$$ (won),14,8,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Bind,Pistol Won,0,2,474
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Haven,$$ (won),5,1,1120
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,$$ (won),3,2,14
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Haven,Pistol Won,0,1,14
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Haven,$$ (won),3,1,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,All Maps,Eco (won),7,1,14419
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Abyss,$$ (won),2,2,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,$$ (won),6,3,624
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Pistol Won,0,4,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Eco (won),3,1,878
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,All Maps,$$ (won),23,12,14
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,All Maps,$$$ (won),23,17,2406
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,Haven,Pistol Won,0,1,2355
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,$$ (won),9,5,2
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,$ (won),1,1,474
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,$$$ (won),18,10,878
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,$$ (won),4,2,878
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,Ascent,Eco (won),4,0,13581
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,$$$ (won),8,2,1001
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Lotus,$$ (won),9,3,2593
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,All Maps,Eco (won),14,6,2593
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Haven,$$ (won),5,3,7386
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,All Maps,$$ (won),17,8,7386
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sunset,$ (won),2,0,15072
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,$$$ (won),12,9,11058
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,Pistol Won,0,1,120
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,All Maps,$$ (won),16,9,
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,All Maps,$$$ (won),28,10,188
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,All Maps,Pistol Won,0,4,
